!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
1979-09-03 00:00:00	5.1371536	0	10000	21.220839	83.735886	0.68682508	174.93529	4.3606482e-11
1979-09-04 00:00:00	3.1084022	0	10000	20.454591	73.664864	0.4415552	222.46794	0
1979-09-05 00:00:00	5.0844732	0	10000	21.074588	80.983565	0.69493728	170.98617	1.1337963e-11
1979-09-06 00:00:00	9.1435387	0	10000	19.549594	92.79191	1	81.189031	3.3536227e-10
1979-09-07 00:00:00	7.6431045	0	10000	17.995423	75.974788	0.56998125	197.9472	5.7824074e-12
1979-09-08 00:00:00	6.150231	0	10000	12.333758	76.967269	0.78523189	152.81942	4.1388889e-12
1979-09-09 00:00:00	3.1394961	0	10000	10.952928	71.299962	0.57169688	200.99793	0
1979-09-10 00:00:00	6.8416066	0	10000	12.68917	70.594336	0.58112098	196.33774	0
1979-09-11 00:00:00	9.1049942	0	10000	11.435423	73.305797	0.41242915	222.30585	0
1979-09-12 00:00:00	4.3475467	0	10000	11.634593	73.596073	0.62313917	184.98943	0
1979-09-13 00:00:00	5.8909407	0	10000	15.063751	73.254356	0.49315777	201.25886	0
1979-09-14 00:00:00	10.180373	0	10000	16.838345	93.13424	1	77.115874	2.2325e-10
